st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,st22,st23,st24,st25,st26,st27,st28,st29,st30,st31,st32,st33,st34,st35,st36,st37,st38,st39,st40,st41,st42,st43,st44,st45,cpu-cycles,instructions,bus-cycles,cache-references,cache-misses,branch-instructions,branch-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-icache-loads,L1-icache-load-missesd,TLB-load-misses,iTLB-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,Label
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.631892,1,0.657972,0.568378,0.037514,0.077472,0.000029,0.369303,0.037436,0.156533,0.000078,0.232399,0,0.034076,0.000001,0.105744,0.004752,0.037538,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.699963,1,0.175201,0.545488,0.001379,0.078768,0.001631,0.327546,0.001381,0.164792,0.000001,0.288562,0.000001,0.00002,0,0.002742,0.001215,0.001382,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.641816,1,0.410447,0.520283,0.018534,0.080102,0.000036,0.360189,0.018483,0.160089,0.000056,0.261065,0.000002,0.01987,0,0.054894,0.00127,0.01852,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,2.817497,1,0.704374,1.379232,0.186139,0.429102,0.000216,0.413972,0.098045,0.965058,0.087709,1.842746,0.00001,0.054043,0.000004,0.448883,0.015265,0.185851,0.041332,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.251537,1,0.694798,0.639107,0.04281,0.170018,0.000715,0.605096,0.032172,0.252249,0.01064,0.454492,0.000003,0.000508,0.000001,0.06829,0.014604,0.042807,0.010641,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,1.060649,1,0.265167,0.472135,0.013442,0.055607,0.000022,0.361025,0.009954,0.11111,0.00348,0.278314,0,0.000057,0,0.020788,0.003547,0.013443,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.564962,1,0.569898,0.677195,0.021138,0.222087,0.000056,0.233362,0.021103,0.443834,0.000181,1.551698,0.000004,0.000236,0.000002,0.037483,0.013994,0.021292,0.000022,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.368502,1,0.662408,0.483725,0,0.255554,0.000001,2.756381,0,0.505779,0,1.567701,0.000003,0.000003,0.000003,0.000006,0,0.000003,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.023375,1,0.341126,0.34563,0.002169,0.19843,0.007129,2.122014,0.001264,0.132358,0.000074,0.3383,0.011316,0.003795,0.003944,0.012344,0.000002,0.001211,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.592316,1,0.173561,0.503121,0,0.100654,0.001865,0.280529,0,0.222591,0,0.223405,0,0,0,0,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.388431,1,1.129477,0.453564,0.000021,0.162852,0.000018,0.25589,0.000021,0.197674,0.000001,0.221266,0.000016,0.000021,0.000008,0.000053,0.000002,0.000028,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.240649,1,1.080215,0.516519,0.068144,0.069451,0.000025,0.378778,0.067977,0.137763,0.000169,0.012859,0,0.053619,0.000001,0.144556,0.004557,0.068144,0.000032,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.262007,1,1.087344,0.518007,0.068585,0.06912,0.000025,0.379752,0.068416,0.138267,0.000166,0.009408,0.000002,0.05397,0.000001,0.145839,0.004595,0.068588,0.000032,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.184052,1,1.061347,0.533883,0.041197,0.04125,0.000042,0.430754,0.041165,0.103107,0.000015,0.272101,0,0.023375,0.000001,0.11896,0.005169,0.041181,0.000012,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.14143,1,1.04411,0.434753,0.045774,0.051487,0.000619,0.342735,0.045618,0.092003,0.000028,0.262181,0,0.045242,0.000001,0.131608,0.005638,0.045614,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.40326,1,1.467661,0.482757,0.055213,0.065925,0.000066,0.353733,0.055141,0.129021,0.000012,0.013985,0.000003,0.063697,0.000001,0.171236,0.003695,0.055271,0.00001,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.412394,1,0.802902,0.497359,0.032746,0.063582,0.000342,0.376391,0.032744,0.120923,0.000011,0.280781,0.000001,0.029911,0.000001,0.088075,0.003812,0.032754,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.642525,1,0.879777,0.501149,0.034393,0.064727,0.000244,0.375593,0.034707,0.125192,0.000031,0.259835,0.000001,0.030936,0.000001,0.095983,0.003912,0.034722,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.303891,1,0.767968,0.522931,0.033089,0.070136,0.000023,0.381277,0.033012,0.141661,0.000077,0.09717,0.000001,0.028765,0.000001,0.095478,0.00451,0.033089,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.839292,1,1.612162,0.529772,0.063631,0.067825,0.000175,0.398809,0.06336,0.130872,0.000168,0.086587,0.000001,0.050419,0.000001,0.194558,0.002044,0.063553,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.20312,1,0.865555,0.637595,0.051105,0.105332,0.00004,0.57163,0.051088,0.216345,0.000033,0.304746,0.000001,0.046432,0.000001,0.146304,0.006236,0.051104,0.000006,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.591257,1,0.863752,0.571849,0.037542,0.078011,0.000029,0.4133,0.037467,0.158007,0.000081,0.242536,0,0.034068,0.000001,0.107374,0.00458,0.037532,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.686977,1,0.22852,0.545413,0.001343,0.078761,0.001631,0.365476,0.001347,0.17994,0.000001,0.322584,0.000001,0.00002,0,0.002665,0.001215,0.001344,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.572686,1,0.524193,0.520279,0.018532,0.801013,0.000036,0.360191,0.018472,0.160089,0.000058,0.26107,0.000002,0.019863,0,0.055475,0.001157,0.018528,0.000002,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.496535,1,0.498845,0.450684,0.018165,0.041941,0.000021,0.35636,0.009604,0.09433,0.008581,0.180479,0.000001,0.005281,0,0.043977,0.001442,0.018182,0.004042,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.225661,1,0.408554,0.353816,0.01002,0.039784,0.000167,0.29479,0.007528,0.059025,0.00249,0.259547,0.000001,0.000119,0,0.015881,0.003295,0.010017,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.991151,1,0.330384,0.472132,0.013518,0.055606,0.000022,0.361022,0.010081,0.111109,0.00348,0.278305,0.000001,0.000057,0,0.020903,0.003545,0.013506,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.367148,1,0.455713,0.366533,0.003387,0.038661,0.00001,0.289196,0.003373,0.077357,0.000033,0.270957,0.000001,0.000041,0,0.006059,0.002431,0.003366,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.232443,1,0.352702,0.562215,0,0.055868,0,0.475046,0,0.087169,0,0.270158,0.000001,0,0,0.000001,0,0.000001,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.013768,1,0.337921,0.343999,0.002262,0.196855,0.007042,0.211731,0.001113,0.132092,0.000076,0.333631,0.011104,0.003851,0.004077,0.013177,0.000007,0.001343,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.597425,1,0.232972,0.50308,0,0.100656,0.001865,0.280519,0,0.222567,0,0.224685,0,0,0,0.000001,0,0,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.462583,1,1.154194,0.453582,0.000038,0.162881,0.000025,0.255907,0.000035,0.197682,0,0.221468,0.000017,0.000021,0.000009,0.000046,0.000002,0.000021,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.400924,1,1.133641,0.604217,0.079699,0.081245,0.000029,0.443072,0.079509,0.161146,0.000195,0.015214,0,0.062734,0.000001,0.168162,0.00583,0.0797,0.000039,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.063996,1,1.118681,0.517997,0.068577,0.069123,0.000025,0.379748,0.068416,0.138246,0.000159,0.009601,0.000002,0.053986,0.000001,0.145054,0.00496,0.068579,0.000033,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,2.89643,1,1.062506,0.532234,0.04123,0.041083,0.000041,0.43038,0.041193,0.1029,0.000015,0.271332,0.000001,0.02428,0.000001,0.117029,0.005368,0.041205,0.000011,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.176219,1,1.058876,0.434763,0.045734,0.051488,0.000619,0.342745,0.045696,0.092004,0.000025,0.26223,0.000001,0.045253,0.000001,0.127969,0.005893,0.04561,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,2.063714,1,1.451013,0.482814,0.055161,0.065941,0.000066,0.353782,0.055362,0.129022,0.000012,0.015233,0.000003,0.063706,0.000001,0.169532,0.003836,0.055764,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.379769,1,0.792055,0.497364,0.032402,0.063589,0.000345,0.376451,0.032503,0.120943,0.000011,0.280934,0.000001,0.029911,0.000001,0.087785,0.003855,0.032428,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.612684,1,0.869897,0.501927,0.034484,0.064774,0.000244,0.377356,0.033863,0.125734,0.00003,0.263925,0.000001,0.030985,0.000001,0.09453,0.004034,0.034365,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.354086,1,0.842755,0.597808,0.041411,0.087972,0.000029,0.43971,0.041318,0.17748,0.000092,0.131777,0.000001,0.036009,0.000001,0.118374,0.005899,0.041409,0.000006,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.860959,1,1.619902,0.528953,0.06357,0.067689,0.000175,0.397969,0.063598,0.130879,0.000153,0.081656,0.000001,0.050748,0.000001,0.193806,0.002188,0.064314,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.402549,1,0.878164,0.672034,0.045156,0.092339,0.000034,0.500049,0.045125,0.189007,0.000029,0.258853,0.000001,0.041053,0.000001,0.128638,0.00563,0.045178,0.000005,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.618609,1,0.872869,0.568096,0.037535,0.077425,0.000029,0.410786,0.037431,0.156779,0.000077,0.233999,0,0.034077,0.000001,0.105785,0.004776,0.037513,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.435815,1,0.744848,0.584706,0.015747,0.885574,0.018333,1.207239,0.015764,0.615171,0.000008,2.135067,0.000006,0.000223,0.000002,0.031365,0.013664,0.015813,0.000004,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.542935,1,0.576503,0.552128,0.026338,0.113731,0.000051,0.511408,0.026267,0.2273,0.000077,0.370691,0.000003,0.028223,0.000001,0.076847,0.001853,0.026297,0.000003,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.519127,1,0.506376,0.450627,0.018163,0.041941,0.000021,0.356295,0.009595,0.094325,0.008573,0.180322,0.000001,0.005283,0,0.043828,0.001498,0.018153,0.004043,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.220864,1,0.406953,0.353817,0.010017,0.039784,0.000167,0.294792,0.007527,0.059026,0.002492,0.259553,0.000001,0.000119,0,0.01601,0.003434,0.010015,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,1.009971,1,0.336657,0.472141,0.013339,0.055607,0.000022,0.219644,0.009887,0.111111,0.003482,0.136941,0.000001,0.000057,0,0.020764,0.003554,0.013318,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.125489,1,0.553767,0.43729,0.008587,0.083839,0.000021,0.626719,0.00859,0.168002,0.000066,0.589705,0.000003,0.00009,0.000001,0.014851,0.005268,0.008718,0.000008,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.237181,1,0.462048,0.562225,0,0.055868,0,0.344997,0,0.069435,0,0.187427,0.000001,0.000001,0.000001,0.000001,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,1.009275,1,0.336423,0.343842,0.001499,0.197047,0.006757,0.212075,0.001725,0.132525,0.000473,0.334183,0.011349,0.003875,0.004139,0.01287,0.000004,0.00118,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,0.591898,1,0.168849,0.503118,0,0.100653,0.001865,0.280529,0,0.222591,0,0.228899,0,0,0,0.000001,0,0.000001,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.224151,1,1.074717,0.453562,0.00002,0.162851,0.000018,0.255889,0.000133,0.19767,0.000003,0.221257,0.000017,0.000022,0.000009,0.00006,0.000002,0.000028,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,3.216864,1,1.072286,0.604258,0.079719,0.081256,0.000029,0.443112,0.079522,0.161153,0.000203,0.015741,0,0.062717,0.000001,0.169193,0.005395,0.079708,0.000038,O3
53,35,14,0,36,12,1,31,2,1,11,0,45,8,0,53,3,16,14,52,14,9,58,2,0,0,53,0,0,0,0,0,179,32,0,0,12,0,0,3,7,0,40,39,0,3.208748,1,1.069584,0.518091,0.068587,0.069132,0.000025,0.379808,0.068419,0.138278,0.000172,0.010202,0.000002,0.053971,0.000001,0.145869,0.004598,0.068584,0.000032,O2
49,32,13,0,33,11,1,28,2,1,10,0,42,7,0,49,3,16,13,55,21,14,60,2,0,0,49,0,0,0,0,0,205,36,0,0,15,0,21927,3,7,0,50,46,0,3.141024,1,1.047,0.533694,0.041246,0.041211,0.000042,0.429952,0.041175,0.102719,0.000015,0.270343,0,0.023723,0.000001,0.119033,0.005226,0.041253,0.000012,O2
49,32,13,0,33,11,1,28,2,1,10,0,43,6,0,49,3,16,13,51,22,10,58,2,0,0,49,0,0,0,0,0,178,28,0,0,14,0,21923,3,7,0,47,44,0,3.12964,1,1.040145,0.434777,0.045628,0.051489,0.000619,0.342798,0.045488,0.092024,0.000037,0.262356,0,0.045239,0.000001,0.131684,0.005653,0.045706,0.000012,O2
41,26,11,0,27,9,1,22,2,1,8,0,34,7,0,41,3,14,11,42,17,5,60,2,0,0,41,0,0,0,0,0,148,24,0,0,10,0,22065,2,7,0,38,37,0,4.384721,1,1.461447,0.482721,0.056489,0.065921,0.000067,0.35373,0.056633,0.129023,0.000012,0.013774,0.000003,0.063704,0.000001,0.172552,0.003714,0.056548,0.000009,O3
73,50,19,0,51,17,1,46,2,1,16,0,63,10,0,73,3,20,19,78,32,10,60,1,0,0,73,0,0,0,0,0,243,37,0,0,22,0,21978,5,7,0,67,64,0,2.339232,1,0.778204,0.497391,0.032459,0.063589,0.000345,0.376455,0.032436,0.12094,0.000011,0.280934,0.000001,0.02991,0.000001,0.087727,0.003821,0.032399,0.000009,Ofast
85,59,22,0,60,20,1,55,2,1,19,0,74,11,0,85,3,24,22,87,40,10,60,1,0,0,85,0,0,0,0,0,279,47,0,0,30,0,22097,7,7,0,76,67,0,2.560381,1,0.852327,0.501861,0.034516,0.064774,0.000244,0.37638,0.034454,0.12545,0.000031,0.262219,0.000001,0.030946,0.000001,0.095699,0.003905,0.034418,0.000008,Ofast
73,50,19,0,51,17,1,46,2,1,16,0,65,8,0,73,3,15,19,54,22,9,58,1,0,0,73,0,0,0,0,0,214,44,0,0,19,0,21939,2,7,1,41,39,0,2.294253,1,0.764748,0.523345,0.033089,0.070184,0.000023,0.381195,0.033014,0.141627,0.000078,0.095938,0.000001,0.028765,0.000001,0.095475,0.004532,0.03309,0.000005,O3
67,45,18,0,46,16,1,40,3,2,14,0,59,8,0,67,4,21,18,61,23,10,111,2,0,0,67,0,0,0,0,0,232,48,0,0,17,0,21971,3,11,0,48,46,0,4.819323,1,1.605476,0.529656,0.06327,0.067808,0.000175,0.398771,0.063244,0.130871,0.000162,0.086314,0.000001,0.050459,0.000001,0.194397,0.002043,0.063376,0.000015,O3
77,53,20,0,54,18,1,49,2,1,17,0,70,7,0,77,3,14,20,55,23,9,58,1,0,0,77,0,0,0,0,0,207,40,0,0,20,0,22034,2,7,1,42,40,0,2.566418,1,0.85547,0.573005,0.03717,0.07664,0.00003,0.415838,0.03714,0.157392,0.000024,0.221812,0.000001,0.033775,0.000001,0.106417,0.004544,0.037176,0.000004,O3
93,65,24,0,66,22,1,61,2,1,21,0,80,13,0,93,3,20,24,85,28,17,39,1,0,0,93,0,0,0,0,0,307,62,0,0,27,0,21896,5,7,1,59,56,0,2.57153,1,0.857176,0.571388,0.037534,0.07794,0.000029,0.413287,0.037455,0.158042,0.000082,0.242421,0,0.034069,0.000001,0.107331,0.00459,0.037522,0.000004,Ofast
44,26,14,0,28,10,2,19,6,3,7,0,40,4,0,44,7,12,14,28,21,0,58,2,0,2,37,7,0,0,1,0,125,24,0,0,13,0,22063,1,7,0,31,26,0,0.691457,1,0.230105,0.545483,0.001448,0.787644,0.001631,0.061834,0.00145,0.077475,0.000001,0.163235,0.000001,0.00002,0,0.002842,0.001215,0.001457,0,O1
66,41,21,0,43,17,2,30,10,7,10,0,58,8,0,66,7,14,21,39,40,0,60,1,0,2,36,16,14,0,5,0,277,69,0,0,34,0,21900,2,7,0,56,53,0,1.27696,1,0.602178,0.618393,0.059797,2.58325,0.000116,1.161615,0.059716,0.516288,0.000187,0.841959,0.000007,0.064088,0.000001,0.179021,0.00375,0.059847,0.000008,O2
53,35,14,0,36,12,1,31,2,1,11,0,44,9,0,53,3,18,14,69,36,54,58,2,0,0,53,0,0,0,0,0,335,79,0,0,32,0,0,4,7,0,71,66,0,1.47067,1,0.490222,0.450689,0.018148,0.041941,0.000021,0.35636,0.009574,0.094329,0.00858,0.180455,0.000001,0.005282,0.000001,0.043989,0.001449,0.018144,0.004021,Ofast
61,41,16,0,42,14,1,37,2,1,13,0,57,4,0,61,3,13,16,46,40,32,79,2,0,0,61,0,0,0,0,0,295,81,0,0,32,0,21942,2,7,0,58,57,0,1.19002,1,0.396675,0.353816,0.010013,0.039784,0.000167,0.294791,0.007522,0.059025,0.002492,0.259549,0.000001,0.000119,0,0.015886,0.003292,0.010013,0.00249,O3
45,29,12,0,30,10,1,25,2,1,9,0,41,4,0,45,3,14,12,38,26,16,58,2,0,0,45,0,0,0,0,0,175,36,0,0,24,0,0,2,7,0,47,44,0,0.931475,1,0.310496,0.472133,0.013233,0.055606,0.000022,0.361025,0.009768,0.111109,0.003482,0.27831,0.000001,0.000057,0,0.020846,0.003564,0.013145,0.003477,Ofast
37,23,10,0,24,8,1,19,2,1,7,0,34,3,0,37,3,12,10,29,26,12,58,2,0,0,37,0,0,0,0,0,139,28,0,0,24,0,22067,1,7,0,44,40,0,1.393656,1,0.464547,0.368275,0.00457,0.038874,0.00001,0.29037,0.004558,0.077927,0.000031,0.273774,0.000001,0.000042,0,0.007508,0.002461,0.004588,0.000004,O3
78,52,22,0,53,20,1,45,7,5,15,0,67,11,0,78,2,27,22,122,46,78,25,1,0,0,78,0,0,0,0,0,288,33,0,0,23,0,21983,0,11,0,40,50,18,1.233979,1,0.490498,0.562217,0.000001,0.558681,0,0.475046,0,0.087169,0,0.270161,0.000001,0.000001,0.000001,0.000001,0,0,0,O3
82,57,20,0,57,20,0,54,1,1,18,0,77,5,0,82,1,67,20,106,22,73,55,1,0,0,82,0,0,0,0,0,245,28,0,0,20,0,21970,0,36,0,44,48,9,0.999716,1,0.333237,0.344094,0.001562,0.197108,0.006997,0.212054,0.001335,0.13238,0.000017,0.337224,0.011836,0.003807,0.004005,0.012711,0.000006,0.001162,0,O3
78,38,20,1,42,15,3,32,5,2,7,0,64,14,0,78,11,27,20,113,109,1,32,1,1,2,74,4,0,0,1,1,347,55,0,0,69,0,22042,3,21,0,78,73,43,1.327616,1,1.207943,0.526366,0.000001,0.861301,0.015955,2.400491,0.000001,1.90452,0,1.958725,0.000003,0.000003,0.000002,0.000005,0.000001,0.000001,0,O3
19,10,5,0,10,5,0,7,1,1,3,0,16,3,0,19,1,8,5,29,18,0,34,2,0,0,19,0,0,0,0,0,62,5,0,0,11,0,21893,1,5,0,19,19,10,3.29177,1,1.097257,0.453604,0.000017,0.162905,0.000031,0.255902,0.000176,0.197685,0,0.221549,0.000018,0.000022,0.000009,0.000353,0.000003,0.00027,0,O2
64,43,17,0,44,15,1,38,3,2,13,0,55,9,0,64,3,20,17,66,21,14,58,1,0,2,41,23,0,0,1,0,256,52,0,0,18,0,21955,4,7,0,49,48,0,2.851487,1,1.095563,0.516676,0.068132,0.069476,0.000025,0.378884,0.067977,0.137792,0.000166,0.013859,0,0.053637,0.000001,0.143834,0.004992,0.068142,0.000033,O3
